algo,epoch,lret_t0,lret_t1,comp_t0,comp_t1
number_partition,0,0.9996095844638335,0.9875677166217731,0.9996095844638336,0.987567716621773
number_partition,1,0.9996095844638335,0.9875677166217731,0.9996095844638336,0.987567716621773
number_partition,2,0.9996095844638335,0.9875677166217731,0.9996095844638336,0.987567716621773
number_partition,3,0.9996095844638335,0.9875677166217731,0.9996095844638336,0.987567716621773
number_partition,4,0.9996095844638335,0.9875677166217731,0.9996095844638336,0.987567716621773
number_partition,5,0.9996095844638335,0.9875677166217731,0.9996095844638336,0.987567716621773
number_partition,6,0.9996095844638335,0.9875677166217731,0.9996095844638336,0.987567716621773
number_partition,7,0.9996095844638335,0.9875677166217731,0.9996095844638336,0.987567716621773
number_partition,8,0.9996095844638335,0.9875677166217731,0.9996095844638336,0.987567716621773
number_partition,9,0.9996095844638335,0.9875677166217731,0.9996095844638336,0.987567716621773
